Symbol,Date,Expiry,Option Type,Strike Price,Open,High,Low,Close,LTP,Settle Price,No. of contracts,Turnover in Lacs,Premium Turnover in Lacs,Open Int,Change in OI,Underlying Value
BATAINDIA,07-Jun-2019,27-Jun-2019,PE,1500,0,0,0,128.05,0,121.35,0,0,0,0,0,1379.1
BATAINDIA,07-Jun-2019,27-Jun-2019,PE,1520,0,0,0,140.7,0,139.4,0,0,0,0,0,1379.1
BATAINDIA,07-Jun-2019,27-Jun-2019,PE,1540,0,0,0,153.85,0,158.05,0,0,0,0,0,1379.1
BATAINDIA,07-Jun-2019,27-Jun-2019,PE,1560,0,0,0,167.6,0,177.05,0,0,0,0,0,1379.1
BATAINDIA,07-Jun-2019,27-Jun-2019,PE,1580,0,0,0,181.85,0,196.4,0,0,0,0,0,1379.1
BATAINDIA,07-Jun-2019,27-Jun-2019,PE,1600,0,0,0,196.7,0,215.95,0,0,0,0,0,1379.1
BATAINDIA,07-Jun-2019,27-Jun-2019,PE,1620,0,0,0,211.9,0,235.65,0,0,0,0,0,1379.1
BATAINDIA,07-Jun-2019,27-Jun-2019,PE,1640,0,0,0,227.45,0,255.45,0,0,0,0,0,1379.1
BATAINDIA,07-Jun-2019,27-Jun-2019,PE,1660,0,0,0,243.5,0,275.25,0,0,0,0,0,1379.1
BATAINDIA,10-Jun-2019,27-Jun-2019,PE,1020,0,0,0,2.7,2.7,0,0,0,0,1650,0,1420.75
BATAINDIA,10-Jun-2019,27-Jun-2019,PE,1660,0,0,0,243.5,0,234.8,0,0,0,0,0,1420.75
BATAINDIA,10-Jun-2019,27-Jun-2019,PE,1060,0,0,0,2.65,0,0,0,0,0,0,0,1420.75
BATAINDIA,10-Jun-2019,27-Jun-2019,PE,1080,0,0,0,3.5,0,0,0,0,0,0,0,1420.75
BATAINDIA,10-Jun-2019,27-Jun-2019,PE,1100,0,0,0,3,3,0,0,0,0,1100,0,1420.75
BATAINDIA,10-Jun-2019,27-Jun-2019,PE,1120,0,0,0,6,0,0,0,0,0,0,0,1420.75
BATAINDIA,10-Jun-2019,27-Jun-2019,PE,1140,0,0,0,7.7,0,0.05,0,0,0,0,0,1420.75
BATAINDIA,10-Jun-2019,27-Jun-2019,PE,1160,0,0,0,9.7,0,0.05,0,0,0,0,0,1420.75
BATAINDIA,10-Jun-2019,27-Jun-2019,PE,1180,0,0,0,12.1,0,0.1,0,0,0,0,0,1420.75
BATAINDIA,10-Jun-2019,27-Jun-2019,PE,1200,0,0,0,4.3,4.3,0.2,0,0,0,6600,0,1420.75
BATAINDIA,10-Jun-2019,27-Jun-2019,PE,1220,0,0,0,1.8,1.8,0.35,0,0,0,6600,0,1420.75
BATAINDIA,10-Jun-2019,27-Jun-2019,PE,1240,0,0,0,4,4,0.7,0,0,0,5500,0,1420.75
BATAINDIA,10-Jun-2019,27-Jun-2019,PE,1260,0,0,0,2.5,2.5,1.25,0,0,0,11000,0,1420.75
BATAINDIA,10-Jun-2019,27-Jun-2019,PE,1280,3,3.1,2.5,3.1,3.1,3.1,4,28.22,0.06,10450,550,1420.75
BATAINDIA,10-Jun-2019,27-Jun-2019,PE,1300,4.6,5.3,3.45,3.55,3.45,3.55,28,200.81,0.61,42900,4950,1420.75
BATAINDIA,10-Jun-2019,27-Jun-2019,PE,1320,7.3,7.3,4.8,5,4.8,5,23,167.73,0.75,19250,-550,1420.75
BATAINDIA,10-Jun-2019,27-Jun-2019,PE,1340,16.05,16.05,6.65,6.95,6.9,6.95,117,868.07,5.78,22550,2200,1420.75
BATAINDIA,10-Jun-2019,27-Jun-2019,PE,1360,21.2,21.55,10.45,10.75,10.45,10.75,239,1804.91,17.19,25850,3850,1420.75
BATAINDIA,10-Jun-2019,27-Jun-2019,PE,1380,28,28,15.1,15.6,15.5,15.6,244,1876.07,24.11,23650,13200,1420.75
BATAINDIA,10-Jun-2019,27-Jun-2019,PE,1400,36.8,36.8,22,22.65,22,22.65,226,1771.46,31.26,52800,12650,1420.75
BATAINDIA,10-Jun-2019,27-Jun-2019,PE,1420,36.6,36.8,30.15,31.85,32,31.85,37,295.8,6.83,14300,12100,1420.75
BATAINDIA,10-Jun-2019,27-Jun-2019,PE,1440,0,0,0,112,112,46.6,0,0,0,4400,0,1420.75
BATAINDIA,10-Jun-2019,27-Jun-2019,PE,1460,0,0,0,104.6,0,58.85,0,0,0,0,0,1420.75
BATAINDIA,10-Jun-2019,27-Jun-2019,PE,1480,0,0,0,124,124,72.6,0,0,0,1100,0,1420.75
BATAINDIA,10-Jun-2019,27-Jun-2019,PE,1500,0,0,0,128.05,0,87.65,0,0,0,0,0,1420.75
BATAINDIA,10-Jun-2019,27-Jun-2019,PE,1520,0,0,0,140.7,0,103.85,0,0,0,0,0,1420.75
BATAINDIA,10-Jun-2019,27-Jun-2019,PE,1540,0,0,0,153.85,0,121.05,0,0,0,0,0,1420.75
BATAINDIA,10-Jun-2019,27-Jun-2019,PE,1560,0,0,0,167.6,0,138.95,0,0,0,0,0,1420.75
BATAINDIA,10-Jun-2019,27-Jun-2019,PE,1580,0,0,0,181.85,0,157.45,0,0,0,0,0,1420.75
BATAINDIA,10-Jun-2019,27-Jun-2019,PE,1600,0,0,0,196.7,0,176.4,0,0,0,0,0,1420.75
BATAINDIA,10-Jun-2019,27-Jun-2019,PE,1620,0,0,0,211.9,0,195.65,0,0,0,0,0,1420.75
BATAINDIA,10-Jun-2019,27-Jun-2019,PE,1640,0,0,0,227.45,0,215.15,0,0,0,0,0,1420.75
BATAINDIA,10-Jun-2019,27-Jun-2019,PE,1040,0,0,0,1.95,0,0,0,0,0,0,0,1420.75
